nomInstallation,codeEICResourceObject,codeINSEECommune,Latitude,Longitude,commune,codeDepartement,departement,codeRegion,region,dateMiseEnService,filiere,puisMaxRac,nbGroupes
ENERGIES DU PLATEAU CENTRAL,17W0000003845348,25604,47.3971039,6.351833096,Verne,25,Doubs,27,Bourgogne-Franche-Comt??,2017-02-13 00:00,Eolien,8340,3
ENERGIES DU RECHET,17W000000383952W,25624,47.36155004,6.235138093,Villers-Gr??lot,25,Doubs,27,Bourgogne-Franche-Comt??,2017-02-13 00:00,Eolien,8340,3
Ferme Eolienne de la Sabli??re Dave 1,17W000000931549Z,80209,49.7265282,2.555457178,Contoire,80,Somme,32,Hauts-de-France,2017-02-11 00:00,Eolien,16000,
LUSSAC TRANCHE 2,17W000000439926Q,87087,46.34175282,1.175915925,Lussac-les-??glises,87,Haute-Vienne,75,Nouvelle-Aquitaine,2017-02-10 00:00,Eolien,9000,3
PARC EOLIEN LES BALLENDAUX,17W000000434169S,61153,48.71523656,-0.110793648,??couch??-les-Vall??es,61,Orne,28,Normandie,2017-02-10 00:00,Eolien,10000,5
PARC EOLIEN D'YPREVILLE,17W000000439976B,76710,49.66495968,0.52142134,Tr??mauville,76,Seine-Maritime,28,Normandie,2017-02-10 00:00,Eolien,12000,6
PARC EOLIEN DE SMERMESNIL,17W000000439967C,76677,49.854797,1.486914639,Smermesnil,76,Seine-Maritime,28,Normandie,2017-02-10 00:00,Eolien,15000,5
PARC EOLIEN DU MONT DE BAGNY 2,17W0000004090509,59118,50.03759799,3.466029654,Busigny,59,Nord,32,Hauts-de-France,2017-02-08 00:00,Eolien,12800,4
PARC EOLIEN DU MONT DE BAGNY 1,17W000000384665U,59118,50.03759799,3.466029654,Busigny,59,Nord,32,Hauts-de-France,2017-02-08 00:00,Eolien,12800,4
EOLIEN LE NITIS 1,17W000000390307X,8286,49.4366028,4.449852867,M??nil-Annelles,8,Ardennes,44,Grand-Est,2017-02-05 00:00,Eolien,11750,5
PARC EOLIEN DE CHEPPES LA PRAIRIE,17W0000003843469,51148,48.8177074,4.442167334,Cheppes-la-Prairie,51,Marne,44,Grand-Est,2017-01-26 00:00,Eolien,10250,5
EOLIENNES DU SOISSONNAIS,17W000000147723S,2243,49.40785354,3.366400205,Crouy,2,Aisne,32,Hauts-de-France,2017-01-23 00:00,Eolien,12000,4
PARC EOLIEN DE LA COTE NOTRE DAME 1,17W000000382250W,10172,48.61518294,4.121611919,Herbisse,10,Aube,44,Grand-Est,2017-01-20 00:00,Eolien,3250,1
PARC EOLIEN DE LA COTE NOTRE DAME 2,17W0000003800189,10172,48.61518294,4.121611919,Herbisse,10,Aube,44,Grand-Est,2017-01-20 00:00,Eolien,3250,1
EOLIENNE EPLESSIER I,17W000000389959P,80273,49.78433064,1.940468775,??plessier,80,Somme,32,Hauts-de-France,2017-01-20 00:00,Eolien,12500,5
ENERGIES DU RECHET,17W000000383141W,25624,47.36155004,6.235138093,Villers-Gr??lot,25,Doubs,27,Bourgogne-Franche-Comt??,2017-01-19 00:00,Eolien,11120,4
EOLIENNES BUSSY 1A,17W000000397517O,51099,48.80307999,4.251364959,Bussy-Lettr??e,51,Marne,44,Grand-Est,2017-01-16 00:00,Eolien,9426,4
LES EOLIENNES DE CONQUEREUIL,17W000000445814E,44044,47.64885191,-1.762228164,Conquereuil,44,Loire-Atlantique,52,Pays de la Loire,2017-01-12 00:00,Eolien,10000,5
PARC EOLIEN DE BOISSY ENERGIE 1,17W000000413979A,91079,48.38241466,2.170050867,Boissy-la-Rivi??re,91,Essonne,11,Ile-de-France,2017-01-08 00:00,Eolien,7500,3
EOLIEN LES RENARDIERES 1,17W000000041290X,10077,48.56770067,4.072295285,Champigny-sur-Aube,10,Aube,44,Grand-Est,2017-01-08 00:00,Eolien,9000,3
LES RENARDIERES 2,17W000000153406H,10077,48.56770067,4.072295285,Champigny-sur-Aube,10,Aube,44,Grand-Est,2017-01-08 00:00,Eolien,12000,4
EOLIEN SCAER LE MERDY,17W0000000668577,29274,48.02799031,-3.730738358,Sca??r,29,Finist??re,53,Bretagne,2017-01-07 00:00,Eolien,8200,4
ALBINE ENERGIES,17W000000403347G,81005,43.44394746,2.528119695,Albine,81,Tarn,76,Occitanie,2017-01-06 00:00,Eolien,6000,3
PARC EOLIEN DE SOULANES,17W000000056578H,81005,43.44394746,2.528119695,Albine,81,Tarn,76,Occitanie,2017-01-06 00:00,Eolien,10000,5
EOLIENNE DE LA VALLEEE AUX GRILLONS,17W000000413123W,10057,48.42304471,3.497424005,Bouy-sur-Orvin,10,Aube,44,Grand-Est,2017-01-06 00:00,Eolien,11000,5
EXTENSION PARC DES 4 CHEMINS,17W000000377503A,51179,48.90390082,4.623029165,Coup??ville,51,Marne,44,Grand-Est,2017-01-03 00:00,Eolien,8710,3
PARC DU MOULIN DE PIERRE NORD,17W0000004044906,28051,48.18121889,1.38533487,Bonneval,28,Eure-et-Loir,24,Centre-Val de Loire,2017-01-02 00:00,Eolien,9225,3
PARC DU MOULIN DE PIERRE SUD,17W000000431638Y,28051,48.18121889,1.38533487,Bonneval,28,Eure-et-Loir,24,Centre-Val de Loire,2017-01-02 00:00,Eolien,9225,3
priv??,17W000000484472Y,79195,46.94031724,-0.596385418,Nueil-les-Aubiers,79,Deux-S??vres,75,Nouvelle-Aquitaine,2017-01-02 00:00,Eolien,12300,1
ENERGIES DU PLATEAU CENTRAL,17W000000387059Y,25032,47.38086584,6.385324347,Autechaux,25,Doubs,27,Bourgogne-Franche-Comt??,2016-12-28 00:00,Eolien,8340,3
FUTURES ENERGIES CERY,17W0000003794968,51106,48.83359463,4.341817634,Cernon,51,Marne,44,Grand-Est,2016-12-26 00:00,Eolien,12300,6
PARC EOLIEN DE LA VOIE ROMAINE 4,17W000000383345G,51574,48.8465791,4.421005099,Togny-aux-B??ufs,51,Marne,44,Grand-Est,2016-12-22 00:00,Eolien,2000,1
PARC EOLIEN DU BOIS DE MELAC,17W0000000464544,34121,43.76621939,3.183100968,Joncels,34,H??rault,76,Occitanie,2016-12-22 00:00,Eolien,4600,12
PARC EOLIEN DE CAP ESPIGNE,17W000000077159K,34121,43.76621939,3.183100968,Joncels,34,H??rault,76,Occitanie,2016-12-22 00:00,Eolien,11500,45
CEOLLMO10,17W0000003887583,10336,48.38005231,4.051878859,Saint-Beno??t-sur-Seine,10,Aube,44,Grand-Est,2016-12-19 00:00,Eolien,12800,4
PARC EOLIEN DE LA COTE NOTRE DAME 4,17W0000000435001,10172,48.61518294,4.121611919,Herbisse,10,Aube,44,Grand-Est,2016-12-16 00:00,Eolien,2200,1
SAS SEPE DU PLATEAU LIGNE SUD,17W0000004158778,51167,48.73927595,4.39164452,Coole,51,Marne,44,Grand-Est,2016-12-16 00:00,Eolien,6000,3
PARC EOLIEN DE LA COTE NOTRE DAME 3,17W000000407412B,10172,48.61518294,4.121611919,Herbisse,10,Aube,44,Grand-Est,2016-12-16 00:00,Eolien,7850,3
SAS SEPE DU PLATEAU LIGNE NORD,17W000000058130E,51167,48.73927595,4.39164452,Coole,51,Marne,44,Grand-Est,2016-12-16 00:00,Eolien,10000,5
PARC EOLIEN DE TERRES BLANCHES 1,17W000000431139F,26162,45.2960582,5.041159432,Lens-Lestang,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2016-12-15 00:00,Eolien,4000,2
PARC EOLIEN DE TERRES BLANCHES 2,17W000000098041Q,26162,45.2960582,5.041159432,Lens-Lestang,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2016-12-15 00:00,Eolien,10000,5
PARC EOLIEN LES TRENTES,17W000000418826A,60011,49.64140812,2.833950918,Amy,60,Oise,32,Hauts-de-France,2016-12-12 00:00,Eolien,10000,5
PARC EOLIEN DE LA VOIE DU MOULIN,17W000000052083R,76434,49.39722829,1.27517747,Mesnil-Raoul,76,Seine-Maritime,28,Normandie,2016-12-10 00:00,Eolien,10000,5
MED00182 SAMBRES 2,17W000000413321S,11319,43.39396528,2.374779052,Roquef??re,11,Aude,76,Occitanie,2016-12-07 00:00,Eolien,12000,6
EDP DAMMARIE,17W000000908330A,28122,48.33782175,1.497418378,Dammarie,28,Eure-et-Loir,24,Centre-Val de Loire,2016-12-07 00:00,Eolien,12000,6
PARC EOLIEN DE COURVAUDON,17W0000000499368,14195,49.02684713,-0.573849021,Courvaudon,14,Calvados,28,Normandie,2016-12-04 00:00,Eolien,6456,3
MIGNAUDIERES,17W000000487830J,86038,46.35704593,0.472294725,Brion,86,Vienne,75,Nouvelle-Aquitaine,2016-12-02 00:00,Eolien,12200,6
ENERGIES DU PLATEAU CENTRAL 2,17W000000379387D,25377,47.42982097,6.37991516,M??sandans,25,Doubs,27,Bourgogne-Franche-Comt??,2016-11-30 00:00,Eolien,11120,4
FERME EOLIENNE DE MASSAY 2- LA BEAUCE,17W000000388272T,18140,47.15490905,1.985601166,Massay,18,Cher,24,Centre-Val de Loire,2016-11-29 00:00,Eolien,9000,1
EOLIENNE DE MASSAY 2-LES TERRAJOTS,17W000000379633O,18140,47.15490905,1.985601166,Massay,18,Cher,24,Centre-Val de Loire,2016-11-29 00:00,Eolien,11200,1
PARC EOLIEN DE SAONE ET MADON,17W000000425387J,88149,48.15371412,6.085567036,Dommartin-l??s-Vallois,88,Vosges,44,Grand-Est,2016-11-25 00:00,Eolien,8000,4
PARC EOLIEN DE NEUILLY 1,17W000000384290A,2543,49.16263667,3.264362699,Neuilly-Saint-Front,2,Aisne,32,Hauts-de-France,2016-11-25 00:00,Eolien,10250,5
PARC EOLIEN DU PLATEAU DE SAVERNAT 1,17W000000087017Y,3212,46.30920239,2.494446255,Quinssaines,3,Allier,84,Auvergne-Rh??ne-Alpes,2016-11-24 00:00,Eolien,12000,6
PARC EOLIEN DE GOURLUS 3 - WP FRANCE 4,17W0000000634571,51244,48.78246597,4.379411971,Faux-V??signeul,51,Marne,44,Grand-Est,2016-11-24 00:00,Eolien,12800,4
PARC EOLIEN DE GOURLUS 1 - WP FRANCE 4,17W000000386803Y,51244,48.78246597,4.379411971,Faux-V??signeul,51,Marne,44,Grand-Est,2016-11-24 00:00,Eolien,12800,4
PARC EOLIEN DE GOURLUS 2 - WP FRANCE 4,17W000000398383E,51244,48.78246597,4.379411971,Faux-V??signeul,51,Marne,44,Grand-Est,2016-11-24 00:00,Eolien,12800,4
MONNES ENERGIES (NEUILLY2),17W0000003842586,2543,49.16263667,3.264362699,Neuilly-Saint-Front,2,Aisne,32,Hauts-de-France,2016-11-23 00:00,Eolien,6000,3
ENERGIES DU RECHET,17W000000386746K,25506,47.38991845,6.262502182,Rougemontot,25,Doubs,27,Bourgogne-Franche-Comt??,2016-11-22 00:00,Eolien,11120,4
ENERTRAG II,17W000000489972Q,86055,46.18906279,0.409088341,La Chapelle-B??ton,86,Vienne,75,Nouvelle-Aquitaine,2016-11-21 00:00,Eolien,16000,8
CENTRALE EOLIENNE LES MONTS,17W0000004177926,10352,48.35669053,4.071987379,Sainte-Maure,10,Aube,44,Grand-Est,2016-11-18 00:00,Eolien,13200,4
S.E EOLIENNE EPLESSIER III,17W000000423404I,80273,49.78433064,1.940468775,??plessier,80,Somme,32,Hauts-de-France,2016-11-16 00:00,Eolien,10000,4
MED00070 BERNAGUES,17W000000046047H,34205,43.75612104,3.26564673,Les Plans,34,H??rault,76,Occitanie,2016-11-15 00:00,Eolien,16000,63
EOL LE SOUFFLE DES PELLICORNES,17W000000074582O,59405,50.16021584,3.067818917,M??uvres,59,Nord,32,Hauts-de-France,2016-11-08 00:00,Eolien,9900,3
priv??,17W000000490416L,79134,46.85644277,-0.24171979,Gl??nay,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-11-08 00:00,Eolien,13200,1
priv??,17W000000482703E,79134,46.85644277,-0.24171979,Gl??nay,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-11-08 00:00,Eolien,16500,1
PARC EOLIEN DE PASILLY NORD,17W000000377693G,89290,47.70253459,4.083419926,Pasilly,89,Yonne,27,Bourgogne-Franche-Comt??,2016-11-07 00:00,Eolien,10000,5
PARC EOLIEN DE PASILLY SUD,17W0000003894946,89290,47.70253459,4.083419926,Pasilly,89,Yonne,27,Bourgogne-Franche-Comt??,2016-11-07 00:00,Eolien,10000,5
ONZE MUIDS  3,17W0000004271511,2070,49.87936513,3.486654564,Bernot,2,Aisne,32,Hauts-de-France,2016-11-05 00:00,Eolien,10110,3
ENERTRAG SANTERRE II,17W000000044011B,80473,49.75568199,2.814510917,Liancourt-Fosse,80,Somme,32,Hauts-de-France,2016-10-26 00:00,Eolien,6000,27
ENERGIES DU RECHET,17W000000379932E,25506,47.38991845,6.262502182,Rougemontot,25,Doubs,27,Bourgogne-Franche-Comt??,2016-10-24 00:00,Eolien,8340,3
J.VILE01 - ADP 01 DE LA FERME EOLIENNE DE JOUX-LA-VILLE,17W000000013643Y,89208,47.61959702,3.870082099,Joux-la-Ville,89,Yonne,27,Bourgogne-Franche-Comt??,2016-10-20 00:00,Eolien,44000,22
PARC EOLIEN DE BLOMBAY L'ECHELLE,17W0000000813735,8071,49.81597413,4.454101477,Blombay,8,Ardennes,44,Grand-Est,2016-10-19 00:00,Eolien,8000,4
PARC EOLIEN DE MELIER,17W000000382821F,80061,49.81680776,1.770870383,Beaucamps-le-Jeune,80,Somme,32,Hauts-de-France,2016-10-18 00:00,Eolien,8200,4
FERME EOLIENNE DU CHEMIN DE L'ORMELET,17W000000046983E,80219,49.72111087,2.076001222,Courcelles-sous-Thoix,80,Somme,32,Hauts-de-France,2016-10-18 00:00,Eolien,11500,5
ENERGIES DU PLATEAU CENTRAL 2,17W0000003846603,25247,47.44824721,6.411035074,Fontenelle-Montby,25,Doubs,27,Bourgogne-Franche-Comt??,2016-10-13 00:00,Eolien,11120,4
C.E. DU COIN MALO - CECOM 2,17W000000384199X,80360,50.06126656,1.566528242,Fressenneville,80,Somme,32,Hauts-de-France,2016-10-11 00:00,Eolien,9200,4
CENTRALE EOLIENNE DU COIN MALO-CECOM,17W000000390047X,80360,50.06126656,1.566528242,Fressenneville,80,Somme,32,Hauts-de-France,2016-10-11 00:00,Eolien,11500,5
PARC EOLIEN DE LA CHAUSSEE BRUNEHAUT 1,17W000000378033G,59289,50.2223989,3.479710666,Haussy,59,Nord,32,Hauts-de-France,2016-10-10 00:00,Eolien,9900,3
PARC EOLIEN DE LA CHAUSSEE BRUNEHAUT 2,17W000000419865W,59289,50.2223989,3.479710666,Haussy,59,Nord,32,Hauts-de-France,2016-10-10 00:00,Eolien,9900,3
EOL LES 4 BORNE N??2,17W000000425723T,2468,49.74513935,3.76520545,Marle,2,Aisne,32,Hauts-de-France,2016-10-06 00:00,Eolien,11500,4
PARC EOLIEN DES 4 BORNES N??1,17W000000043698S,2468,49.74513935,3.76520545,Marle,2,Aisne,32,Hauts-de-France,2016-10-06 00:00,Eolien,11500,5
PARC EOLIEN D'AULNAY L'AITRE,17W000000044679R,51022,48.82593588,4.568220173,Aulnay-l'A??tre,51,Marne,44,Grand-Est,2016-09-28 00:00,Eolien,8000,4
FERME EOLIENNE DE LA SAUGERE,17W000000419970Z,44213,47.40231333,-1.024327441,Loireauxence,44,Loire-Atlantique,52,Pays de la Loire,2016-09-16 00:00,Eolien,9200,4
SOPRELTA,17W000000378120L,89405,47.61239142,3.408034343,Les Hauts de Forterre,89,Yonne,27,Bourgogne-Franche-Comt??,2016-09-15 00:00,Eolien,6000,3
FERME EOLIENNE ARGUEL,17W0000000520351,80026,49.87658317,1.807436672,Arguel,80,Somme,32,Hauts-de-France,2016-09-14 00:00,Eolien,11650,5
FERME EOL DU CATELET,17W000000067507T,80022,49.8911988,1.784680355,Andainville,80,Somme,32,Hauts-de-France,2016-09-14 00:00,Eolien,11750,5
priv??,17W0000004884774,79329,46.98286284,-0.199581467,Thouars,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-09-05 00:00,Eolien,7000,1
Confidentiel,17W000000080122Z,2070,49.87936513,3.486654564,Bernot,2,Aisne,32,Hauts-de-France,2016-09-05 00:00,Eolien,10110,3
CENTRALE EOLIENNE DE CHEMIN PERRE 2,17W000000150159N,10254,48.57623449,3.515992251,Montpothier,10,Aube,44,Grand-Est,2016-08-29 00:00,Eolien,8000,4
confidentiel,17W000000921607G,57563,49.09034091,6.477500199,Raville,57,Moselle,44,Grand-Est,2016-08-24 00:00,Eolien,10000,
confidentiel,17W000000922054Q,57563,49.09034091,6.477500199,Raville,57,Moselle,44,Grand-Est,2016-08-24 00:00,Eolien,12500,
PARC EOLIEN DES PELURES BLANCHES 2,17W0000000849385,36199,47.0110072,1.995440562,Sainte-Lizaigne,36,Indre,24,Centre-Val de Loire,2016-08-16 00:00,Eolien,10000,4
CENTRALE EOLIENNE CHEMIN PERRE 1,17W000000431113X,10420,48.59457799,3.547775333,Villenauxe-la-Grande,10,Aube,44,Grand-Est,2016-08-16 00:00,Eolien,10000,5
LA JACTERIE SAS,17W0000004175796,49092,47.22722685,-0.73018816,Chemill??-en-Anjou,49,Maine-et-Loire,52,Pays de la Loire,2016-08-16 00:00,Eolien,12500,5
priv??,17W000000486077U,79022,46.8552025,-0.136835891,Availles-Thouarsais,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-08-12 00:00,Eolien,10000,1
priv??,17W000000489542E,79022,46.8552025,-0.136835891,Availles-Thouarsais,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-08-12 00:00,Eolien,10000,1
EOL CHAUSSE BRUNEHAUT N??4,17W000000148924D,60390,49.54403199,2.165456555,Maulers,60,Oise,32,Hauts-de-France,2016-08-12 00:00,Eolien,10267,5
EOLIENNES CHAUSSEE BRUNEHAUT N??1,17W0000004135367,60465,49.54777743,2.214127644,Noir??mont,60,Oise,32,Hauts-de-France,2016-08-12 00:00,Eolien,10267,5
CEPE DU BLAISERON SARL,17W000000381260Y,52284,48.33713134,5.031636735,Lesch??res-sur-le-Blaiseron,52,Haute-Marne,44,Grand-Est,2016-08-12 00:00,Eolien,12000,6
PARC EOLIEN DE COASVOUT,17W000000047179W,29266,48.51131715,-3.938133776,Saint-Th??gonnec Loc-Eguiner,29,Finist??re,53,Bretagne,2016-08-08 00:00,Eolien,4000,5
PARC EOLIEN DU BOIS DU GOULET,17W000000052440T,14027,49.01447854,-0.633929763,Les Monts d'Aunay,14,Calvados,28,Normandie,2016-08-04 00:00,Eolien,10000,4
AIR WATT ENERGY - STE PAZANNE,17W0000001640923,44186,47.08399387,-1.818144627,Sainte-Pazanne,44,Loire-Atlantique,52,Pays de la Loire,2016-08-03 00:00,Eolien,12000,6
FERME EOLIENNE LE BREIL,17W000000068605O,44180,47.53092273,-1.194410755,Vallons-de-l'Erdre,44,Loire-Atlantique,52,Pays de la Loire,2016-07-26 00:00,Eolien,9400,4
FERME EOLIENNE DES DEUX MOULINS,17W0000000581346,80709,49.90239225,1.826310054,Saint-Maulvis,80,Somme,32,Hauts-de-France,2016-07-26 00:00,Eolien,11750,5
priv??,17W0000004883014,79005,46.83297251,-0.135880248,Airvault,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-07-26 00:00,Eolien,16500,1
CEPE DU FIEF BARRET,17W000000158037Y,85121,46.4393119,-0.947017086,Le Langon,85,Vend??e,52,Pays de la Loire,2016-07-25 00:00,Eolien,7200,9
MED00185 SAMBRES 5,17W000000048366S,11222,43.39952556,2.357667546,Mas-Cabard??s,11,Aude,76,Occitanie,2016-07-20 00:00,Eolien,10000,5
PARC EOLIEN DE NIOLANS,17W000000050203G,7092,44.68861942,4.546951148,Freyssenet,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2016-07-15 00:00,Eolien,900,1
EOLIENNES FLABA,17W000000047839G,8354,49.58916905,4.961924188,Raucourt-et-Flaba,8,Ardennes,44,Grand-Est,2016-07-13 00:00,Eolien,10000,5
FERME EOLIENNE DE TRANS ET COURCITE,17W0000000479499,53083,48.30454879,-0.25360687,Courcit??,53,Mayenne,52,Pays de la Loire,2016-07-12 00:00,Eolien,10110,3
FERME EOLIENNE DES HAUTS DE VIMEU,17W000000429122Z,80026,49.87658317,1.807436672,Arguel,80,Somme,32,Hauts-de-France,2016-07-10 00:00,Eolien,7050,3
AILES DES CRETES C2 HEBERGEUR,17W0000004612157,8095,49.57202925,4.699714018,Chagny,8,Ardennes,44,Grand-Est,2016-07-07 00:00,Eolien,2400,3
Confidentiel,17W000000412990R,80088,49.90871746,3.101869762,Bernes,80,Somme,32,Hauts-de-France,2016-07-07 00:00,Eolien,12000,6
LA MILAINE 2,17W000000379940F,59097,50.14080572,3.044416124,Boursies,59,Nord,32,Hauts-de-France,2016-07-06 00:00,Eolien,6600,2
Confidentiel,17W000000416436X,59097,50.14080572,3.044416124,Boursies,59,Nord,32,Hauts-de-France,2016-07-06 00:00,Eolien,9900,3
TREFFENDEL LANDELLES,17W000000157370T,35340,48.03139534,-2.008183736,Treffendel,35,Ille-et-Vilaine,53,Bretagne,2016-06-29 00:00,Eolien,8200,4
MED00184 SAMBRES 4,17W000000075150B,11319,43.39396528,2.374779052,Roquef??re,11,Aude,76,Occitanie,2016-06-28 00:00,Eolien,10000,5
EOLIENNES LA TABATIERE,17W000000424643W,8354,49.58916905,4.961924188,Raucourt-et-Flaba,8,Ardennes,44,Grand-Est,2016-06-28 00:00,Eolien,10000,5
PARC EOLIEN DE FALFOSSE,17W000000047884B,76156,49.80641996,0.597683772,Canouville,76,Seine-Maritime,28,Normandie,2016-06-24 00:00,Eolien,11750,5
ENERGIES DES LONGS CHAMPS,17W000000042533S,76133,49.87027142,0.892619906,Le Bourg-Dun,76,Seine-Maritime,28,Normandie,2016-06-23 00:00,Eolien,11500,5
MED00183 SAMBRES 3,17W000000069618A,11319,43.39396528,2.374779052,Roquef??re,11,Aude,76,Occitanie,2016-06-22 00:00,Eolien,10000,5
EOLE MOULIN TIZON,17W000000086882X,35192,48.25076301,-1.22879249,Montreuil-des-Landes,35,Ille-et-Vilaine,53,Bretagne,2016-06-21 00:00,Eolien,12000,6
EOL TIGNY NOYELLE,17W000000158414U,62815,50.35496229,1.708037505,Tigny-Noyelle,62,Pas-de-Calais,32,Hauts-de-France,2016-06-16 00:00,Eolien,11500,9
PARC EOLIEN TIGNY NOYELLE II,17W000000425429T,62815,50.35496229,1.708037505,Tigny-Noyelle,62,Pas-de-Calais,32,Hauts-de-France,2016-06-16 00:00,Eolien,11500,9
Confidentiel,17W000000046610G,59176,50.13214858,3.013793845,Doignies,59,Nord,32,Hauts-de-France,2016-06-13 00:00,Eolien,6600,2
LES VENTS DE MALET,17W000000413674W,59176,50.13214858,3.013793845,Doignies,59,Nord,32,Hauts-de-France,2016-06-13 00:00,Eolien,9900,3
LES PELLICORNES 2,17W000000384237E,59405,50.16021584,3.067818917,M??uvres,59,Nord,32,Hauts-de-France,2016-06-10 00:00,Eolien,6600,2
PARC EOLIEN DU BLANC MONT,17W000000090829O,2454,49.51651788,4.000487179,La Malmaison,2,Aisne,32,Hauts-de-France,2016-06-10 00:00,Eolien,13800,6
SFE PARC EOLIEN DE L ORME CHAMPAGNE,17W000000066917F,51340,48.73666328,4.467001608,Maisons-en-Champagne,51,Marne,44,Grand-Est,2016-06-10 00:00,Eolien,14000,7
Confidentiel,17W0000000608198,12077,43.89243704,3.200788959,Cornus,12,Aveyron,76,Occitanie,2016-06-07 00:00,Eolien,900,1
PARC EOLIEN DE RAMONTS,17W0000004066047,76488,49.7854252,0.588453866,Ouainville,76,Seine-Maritime,28,Normandie,2016-06-07 00:00,Eolien,11750,5
PARC EOLIEN DE LA LUZETTE,17W000000045168A,15214,44.87869656,2.124285152,Saint-Saury,15,Cantal,84,Auvergne-Rh??ne-Alpes,2016-06-06 00:00,Eolien,14000,7
EOLIENNES DE L'OURCQ ET DU CLIGNON,17W000000159195B,2679,49.11894991,3.21526676,Saint-Gengoulph,2,Aisne,32,Hauts-de-France,2016-05-30 00:00,Eolien,12000,5
PARC EOLIEN NORDEX VIII SAS,17W000000059190S,60365,49.60462931,2.039255212,Lihus,60,Oise,32,Hauts-de-France,2016-05-27 00:00,Eolien,12500,5
PARC EOLIEN DE SEUIL MONT LAURENT,17W0000000612969,8416,49.47418542,4.452899669,Seuil,8,Ardennes,44,Grand-Est,2016-05-25 00:00,Eolien,10000,5
PARC EOLIEN DE PLIBOUX,17W000000056214I,79212,46.16471953,0.122771203,Pliboux,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-05-17 00:00,Eolien,12000,6
SOCIETE D'EXPL. EOL. EPLESSIER II,17W000000054402R,80273,49.78433064,1.940468775,??plessier,80,Somme,32,Hauts-de-France,2016-05-12 00:00,Eolien,10000,4
FERME EOLIENNE DE TASSILLE,17W000000413747V,72348,47.98817659,-0.094699262,Tassill??,72,Sarthe,52,Pays de la Loire,2016-04-27 00:00,Eolien,8000,4
FE ONZE MUIDS 2,17W000000425888Y,2070,49.87936513,3.486654564,Bernot,2,Aisne,32,Hauts-de-France,2016-04-26 00:00,Eolien,10110,3
ENERGIE EOLIENNE DE PLOUGUERNEVEL,17W0000004292962,22220,48.23407174,-3.247117324,Plouguern??vel,22,C??tes-d'Armor,53,Bretagne,2016-04-25 00:00,Eolien,4000,5
MOHON 1 NORD 8 MW,17W000000155430A,56134,48.06336405,-2.495616296,Mohon,56,Morbihan,53,Bretagne,2016-04-25 00:00,Eolien,8000,4
PORTES DE LA COTE D'OR NORD OUEST,17W000000065928F,21221,47.04244159,4.648223496,Cussy-la-Colonne,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2016-04-25 00:00,Eolien,12000,6
MOHON 2 SUD 12MW,17W000000412618A,56134,48.06336405,-2.495616296,Mohon,56,Morbihan,53,Bretagne,2016-04-19 00:00,Eolien,12000,6
PARC EOLIEN DE FRANCOURVILLE,17W000000382076M,28160,48.40182124,1.662490556,Francourville,28,Eure-et-Loir,24,Centre-Val de Loire,2016-04-19 00:00,Eolien,12480,6
PARC EOLIEN DE DARGNIES EMBREVILLE,17W000000379753E,80265,50.03296086,1.552427752,Embreville,80,Somme,32,Hauts-de-France,2016-04-07 00:00,Eolien,13800,6
FERME EOLIENNE DE LA MADELEINE 2,17W000000413364A,28114,48.14878124,1.607806064,Courbehaye,28,Eure-et-Loir,24,Centre-Val de Loire,2016-04-04 00:00,Eolien,7500,3
Confidentiel,17W000000378329W,10153,48.45756039,3.507036126,Fontaine-M??con,10,Aube,44,Grand-Est,2016-04-04 00:00,Eolien,8000,4
PARC EOLIEN DE VISMES,17W0000000545544,80809,50.00292711,1.670865521,Vismes,80,Somme,32,Hauts-de-France,2016-04-03 00:00,Eolien,11500,5
NORDEX XI- PARC EOLIEN LIHUS 2,17W000000051914F,60365,49.60462931,2.039255212,Lihus,60,Oise,32,Hauts-de-France,2016-04-02 00:00,Eolien,10000,4
SAS ISAC-WATTS,17W000000157621U,44196,47.55440267,-2.066556186,S??v??rac,44,Loire-Atlantique,52,Pays de la Loire,2016-04-01 00:00,Eolien,8200,4
PARC EOLIEN DE THIBIE  1,17W0000004092242,51146,48.88603104,4.244251269,Cheniers,51,Marne,44,Grand-Est,2016-03-29 00:00,Eolien,10000,5
SAINT HILAIRE ENERGIES,17W000000160875S,44164,47.09589488,-1.87983638,Saint-Hilaire-de-Chal??ons,44,Loire-Atlantique,52,Pays de la Loire,2016-03-14 00:00,Eolien,12300,6
EOLIENNES BUSSY 1B,17W000000388284M,51099,48.80307999,4.251364959,Bussy-Lettr??e,51,Marne,44,Grand-Est,2016-03-12 00:00,Eolien,9426,4
ENERTRAG AISNE II SCS D'ANGUILCOURT,17W000000041842K,2123,49.72282997,3.396397683,Brissay-Choigny,2,Aisne,32,Hauts-de-France,2016-02-29 00:00,Eolien,12000,6
